DateTime,PTemp_C_Max,AirTC_Avg,RH,WS_ms_Avg,TPM1,TPM2.5,TPM10,GeffRef,TempRef,FT_Voltage1,FT_Voltage2,DN_Voltage1,DN_Voltage2,Cycle,Rainfall,Daylight
2022-03-07 21:00:00,29.473666666666666,29.041999999999998,32.0655,0.21293333333333334,48.96666666666667,69.23333333333333,74.53333333333333,0.008272534733333331,26.73616666666667,0.0,0.0,0.0,0.0,5.0,0.0,0.0
2022-03-07 22:00:00,28.674833333333332,28.598000000000003,31.447,0.2768833333333333,42.21666666666667,60.99166666666667,65.90833333333333,0.007661398849999997,26.111583333333332,0.0,0.0,0.0,0.0,5.0,0.0,0.0
2022-03-07 23:00:00,27.778333333333332,27.73116666666667,31.87666666666667,0.34535,45.31666666666667,66.85,73.08333333333333,0.007354306391666659,25.518416666666667,0.0,0.0,0.0,0.0,5.0,0.0,0.0
2022-03-08 00:00:00,27.079833333333333,26.925333333333334,32.42133333333333,0.39115,35.6,50.36666666666667,54.0,0.008214396191666662,25.00575,0.0,0.0,0.0,0.0,5.0,0.0,0.0
2022-03-08 01:00:00,26.137666666666668,25.359666666666666,37.16466666666667,0.9762666666666667,50.84166666666667,73.04166666666667,78.63333333333334,0.008513678241666657,23.9025,0.0,0.0,0.0,0.0,5.0,0.0,0.0
2022-03-08 02:00:00,25.202333333333335,24.761166666666668,39.095666666666666,0.7706166666666667,69.28333333333333,103.36666666666666,113.1,0.008360368216666659,23.33791666666667,0.0,0.0,0.0,0.0,5.0,0.0,0.0
2022-03-08 03:00:00,24.387166666666666,23.885833333333334,42.50666666666667,0.6637500000000001,62.46666666666667,90.41666666666667,97.875,0.007445540341666667,22.384166666666665,0.0,0.0,0.0,0.0,5.0,0.0,0.0
2022-03-08 04:00:00,23.701999999999998,23.6055,43.717999999999996,0.7945333333333333,65.18333333333334,95.4,103.93333333333334,0.006909771833333328,22.13116666666667,0.0,0.0,0.0,0.0,5.0,0.0,0.0
2022-03-08 05:00:00,23.181500000000003,22.988166666666665,48.519,0.97695,64.99166666666666,96.06666666666666,105.075,0.006457646216666662,21.417083333333334,0.0,0.0,0.0,0.0,5.0,0.0,0.0
2022-03-08 06:00:00,22.57316666666667,22.37366666666667,54.39516666666667,0.9743999999999999,66.05833333333334,96.64166666666667,105.125,0.424475361175,20.900250000000003,0.30000000000000004,0.27,0.26,0.24,5.0,0.0,0.0
